	sentence_A_Ja	sentence_B_Ja	entailment_label_Ja	heuristics	number_of_NPs	semtag	split
3103	男の子が歩き回っている女性を指さしている	男の子を女性が指さしている	non-entailment	overlap-nonorder	2	gp-normal	train
3104	男性が泳いでいる男の子を指さしている	男性を男の子が指さしている	non-entailment	overlap-nonorder	2	gp-normal	train
3105	大人が座っている男性を蹴った	大人を男性が蹴った	non-entailment	overlap-nonorder	2	gp-normal	train
3106	学生が笑っている老人を助けた	学生を老人が助けた	non-entailment	overlap-nonorder	2	gp-normal	train
3107	カップルが歩いている大人を指さしている	カップルを大人が指さしている	non-entailment	overlap-nonorder	2	gp-normal	train
3108	テニス選手が笑っている老人を追い払った	テニス選手を老人が追い払った	non-entailment	overlap-nonorder	2	gp-normal	train
3109	会社員が眠っている子供を追い払った	会社員を子供が追い払った	non-entailment	overlap-nonorder	2	gp-normal	train
3110	女の子が走っている老人を見ている	女の子を老人が見ている	non-entailment	overlap-nonorder	2	gp-normal	train
3111	フットボール選手が泣いている男性を見つめている	フットボール選手を男性が見つめている	non-entailment	overlap-nonorder	2	gp-normal	train
3112	子供が遊んでいるフットボール選手を追いかけている	子供をフットボール選手が追いかけている	non-entailment	overlap-nonorder	2	gp-normal	train
3113	女性が笑っているスノーボーダーを見つめている	女性をスノーボーダーが見つめている	non-entailment	overlap-nonorder	2	gp-normal	train
3114	サーファーが歩いている会社員を助けた	サーファーを会社員が助けた	non-entailment	overlap-nonorder	2	gp-normal	train
3115	フットボール選手が横たわっている学生を蹴った	フットボール選手を学生が蹴った	non-entailment	overlap-nonorder	2	gp-normal	train
3116	フットボール選手が立っている女の子をにらんでいる	フットボール選手を女の子がにらんでいる	non-entailment	overlap-nonorder	2	gp-normal	train
3117	スノーボーダーが眠っているホッケー選手を見つめている	スノーボーダーをホッケー選手が見つめている	non-entailment	overlap-nonorder	2	gp-normal	train
3118	フットボール選手が横たわっているライダーをにらんでいる	フットボール選手をライダーがにらんでいる	non-entailment	overlap-nonorder	2	gp-normal	train
3119	女性が歩き回っているライダーを見つめている	女性をライダーが見つめている	non-entailment	overlap-nonorder	2	gp-normal	train
3120	女の子が遊んでいるテニス選手を追い払った	女の子をテニス選手が追い払った	non-entailment	overlap-nonorder	2	gp-normal	train
3121	会社員が歩いているカップルを見ている	会社員をカップルが見ている	non-entailment	overlap-nonorder	2	gp-normal	train
3122	会社員が歩いている女性を蹴った	会社員を女性が蹴った	non-entailment	overlap-nonorder	2	gp-normal	train
3123	女性が眠っているスノーボーダーを見ている	女性をスノーボーダーが見ている	non-entailment	overlap-nonorder	2	gp-normal	train
3124	若者が立っているテニス選手を押した	若者をテニス選手が押した	non-entailment	overlap-nonorder	2	gp-normal	train
3125	会社員が笑っている老人を蹴った	会社員を老人が蹴った	non-entailment	overlap-nonorder	2	gp-normal	train
3126	ホッケー選手が立っている子供を見ている	ホッケー選手を子供が見ている	non-entailment	overlap-nonorder	2	gp-normal	train
3127	大人が歩いている老人を追い回した	大人を老人が追い回した	non-entailment	overlap-nonorder	2	gp-normal	train
3128	会社員が歩いている男性をいじめている	会社員を男性がいじめている	non-entailment	overlap-nonorder	2	gp-normal	train
3129	男性が歌を歌っている会社員を追い払った	男性を会社員が追い払った	non-entailment	overlap-nonorder	2	gp-normal	train
3130	スノーボーダーが泣いているサーファーを追い払った	スノーボーダーをサーファーが追い払った	non-entailment	overlap-nonorder	2	gp-normal	train
3131	男性が走っているテニス選手をたたいている	男性をテニス選手がたたいている	non-entailment	overlap-nonorder	2	gp-normal	train
3132	フットボール選手が歩いている老人をたたいている	フットボール選手を老人がたたいている	non-entailment	overlap-nonorder	2	gp-normal	train
3133	女性が笑っている会社員を見つめている	女性を会社員が見つめている	non-entailment	overlap-nonorder	2	gp-normal	train
3134	ホッケー選手が遊んでいるスノーボーダーを指さしている	ホッケー選手をスノーボーダーが指さしている	non-entailment	overlap-nonorder	2	gp-normal	train
3135	若者が遊んでいるサーファーを助けた	若者をサーファーが助けた	non-entailment	overlap-nonorder	2	gp-normal	train
3136	テニス選手が座っている老人をにらんでいる	テニス選手を老人がにらんでいる	non-entailment	overlap-nonorder	2	gp-normal	train
3137	フットボール選手が眠っている子供を指さしている	フットボール選手を子供が指さしている	non-entailment	overlap-nonorder	2	gp-normal	train
3138	男性が遊んでいるフットボール選手を押した	男性をフットボール選手が押した	non-entailment	overlap-nonorder	2	gp-normal	train
3139	テニス選手が遊んでいる老人をいじめている	テニス選手を老人がいじめている	non-entailment	overlap-nonorder	2	gp-normal	train
3140	カップルが泳いでいる会社員を蹴った	カップルを会社員が蹴った	non-entailment	overlap-nonorder	2	gp-normal	train
3141	女の子が笑っているカップルを蹴った	女の子をカップルが蹴った	non-entailment	overlap-nonorder	2	gp-normal	train
3142	老人が立っている会社員を蹴った	老人を会社員が蹴った	non-entailment	overlap-nonorder	2	gp-normal	train
3143	若者が座っているカップルを見ている	若者をカップルが見ている	non-entailment	overlap-nonorder	2	gp-normal	train
3144	テニス選手が歩き回っている女性を見つめている	テニス選手を女性が見つめている	non-entailment	overlap-nonorder	2	gp-normal	train
3145	若者が走っている子供を見つめている	若者を子供が見つめている	non-entailment	overlap-nonorder	2	gp-normal	train
3146	会社員が座っている女性をにらんでいる	会社員を女性がにらんでいる	non-entailment	overlap-nonorder	2	gp-normal	train
3147	カップルが歌を歌っている男の子をにらんでいる	カップルを男の子がにらんでいる	non-entailment	overlap-nonorder	2	gp-normal	train
3148	大人が遊んでいる若者をたたいている	大人を若者がたたいている	non-entailment	overlap-nonorder	2	gp-normal	train
3149	テニス選手が座っている大人を押した	テニス選手を大人が押した	non-entailment	overlap-nonorder	2	gp-normal	train
3150	テニス選手が座っているサーファーを追い回した	テニス選手をサーファーが追い回した	non-entailment	overlap-nonorder	2	gp-normal	train
3151	男性が座っている子供をたたいている	男性を子供がたたいている	non-entailment	overlap-nonorder	2	gp-normal	train
3152	女の子が眠っている子供を追い払った	女の子を子供が追い払った	non-entailment	overlap-nonorder	2	gp-normal	train
